-	/dispersal	/flowers	/flowers/ovary	/flowers/ovary/stigma	/flowers/stamens	/flowers/stamens/filaments	/fruits	/fruits/shape	/fruits/position	/fruits/hairs	/fruits/colour	/fruits/apex	/fruits/apex/texture	/fruits/apex/shape	/fruits/apex/position	/fruits/apex/hairs	/fruits/diameter	/fruits/dimensions	/fruits/length	/fruits/seeds	/fruits/stigma	/fruits/stigma/shape	/fruits/stigma/growth form	/fruits/stigma/length	/fruits/thickness	/fruits/thickness/texture	/fruits/width	/habit	/habit/hairs	/habit/growth form	/habit/fertile stems	/habit/fertile stems/growth form	/habit/height	/habit/length	/habit/odor	/habit/rhizome	/habit/upper internodes	/indumentum	/inflorescences	/inflorescences/position	/inflorescences/colour	/inflorescences/anthers	/inflorescences/anthers/shape	/inflorescences/anthers/position	/inflorescences/common peduncle	/inflorescences/common peduncle/colour	/inflorescences/common peduncle/lateral branches	/inflorescences/common peduncle/lateral branches/shape	/inflorescences/common peduncle/lateral branches/position	/inflorescences/common peduncle/lateral branches/length	/inflorescences/common peduncle/length	/inflorescences/common peduncle/peduncle	/inflorescences/common peduncle/peduncle/length	/inflorescences/floral bracts	/inflorescences/floral bracts/shape	/inflorescences/floral bracts/margin type	/inflorescences/floral bracts/hairs	/inflorescences/floral bracts/colour	/inflorescences/floral bracts/diameter	/inflorescences/floral bracts/filaments	/inflorescences/floral bracts/rachises	/inflorescences/floral bracts/rachises/hairs	/inflorescences/flower number	/inflorescences/flower number/colour	/inflorescences/flowers	/inflorescences/growth form	/inflorescences/length	/inflorescences/ovary	/inflorescences/ovary/hairs	/inflorescences/ovary/stigma	/inflorescences/ovary/stigma/shape	/inflorescences/peduncle	/inflorescences/peduncle/hairs	/inflorescences/peduncle/colour	/inflorescences/peduncle/length	/inflorescences/position	/inflorescences/position/position	/inflorescences/rachises	/inflorescences/rachises/hairs	/inflorescences/rachises/colour	/inflorescences/spikes	/inflorescences/spikes/shape	/inflorescences/spikes/growth form	/inflorescences/spikes/colour	/inflorescences/spikes/diameter	/inflorescences/spikes/dimensions	/inflorescences/spikes/length	/inflorescences/spikes/rachises	/inflorescences/spikes/thickness	/inflorescences/spikes/thickness/texture	/inflorescences/spikes/width	/inflorescences/stamens	/inflorescences/stamens/position	/inflorescences/stamens/growth form	/inflorescences/stamens/anthers	/inflorescences/stamens/anthers/position	/inflorescences/stamens/length	/inflorescences/thecae	/infructescences	/infructescences/growth form	/infructescences/colour	/infructescences/dimensions	/infructescences/fruits	/infructescences/fruits/shape	/infructescences/fruits/hairs	/infructescences/fruits/colour	/infructescences/fruits/diameter	/infructescences/fruits/stigma	/infructescences/fruits/stigma/shape	/infructescences/fruits/stigma/hairs	/infructescences/fruits/stigma/growth form	/infructescences/fruits/thickness	/infructescences/fruits/thickness/texture	/infructescences/fruits/width	/infructescences/length	/infructescences/stigma	/infructescences/thickness	/infructescences/thickness/texture	/infructescences/width	/internodes	/internodes/colour	/juvenile fruits	/juvenile fruits/colour	/leaves	/leaves/blade	/leaves/blade/shape	/leaves/blade/hairs	/leaves/blade/colour	/leaves/blade/apex	/leaves/blade/apex/shape	/leaves/blade/apex/hairs	/leaves/blade/base	/leaves/blade/base/shape	/leaves/blade/base/hairs	/leaves/blade/base/growth form	/leaves/blade/base/colour	/leaves/blade/base/length	/leaves/blade/diameter	/leaves/blade/dimensions	/leaves/blade/margins	/leaves/blade/margins/shape	/leaves/blade/margins/hairs	/leaves/blade/shape	/leaves/blade/shape/shape	/leaves/blade/texture	/leaves/blade/texture/texture	/leaves/blade/texture/colour	/leaves/fertile branches	/leaves/petiole	/leaves/petiole/position	/leaves/petiole/hairs	/leaves/petiole/colour	/leaves/petiole/length	/leaves/petiole/relative distance	/leaves/prophyllum	/leaves/shape	/leaves/stipules	/leaves/veins	/leaves/veins/position	/leaves/veins/colour	/mature fruits	/petiole	/petiole/hairs	/petiole/colour	/petiole/blade	/petiole/blade/texture	/petiole/blade/shape	/petiole/blade/colour	/petiole/blade/apex	/petiole/blade/apex/shape	/petiole/blade/base	/petiole/blade/base/shape	/petiole/blade/base/hairs	/petiole/blade/base/growth form	/petiole/blade/base/colour	/petiole/blade/base/differential distance	/petiole/blade/dimensions	/petiole/blade/dimensions/growth form	/petiole/blade/margins	/petiole/blade/shape	/petiole/blade/shape/shape	/petiole/blade/texture	/petiole/blade/texture/texture	/petiole/blade/texture/colour	/petiole/length	/petiole/ligula	/petiole/ligula/length	/petiole/margins	/petiole/margins/apex	/petiole/margins/apex/shape	/petiole/margins/base	/petiole/margins/base/shape	/petiole/margins/base/hairs	/petiole/margins/base/differential distance	/petiole/margins/length	/petiole/secondary veins	/petiole/veins	/petiole/veins/texture	/petiole/veins/hairs	/petiole/veins/colour	/prophyllum	/prophyllum/shape	/prophyllum/position	/prophyllum/hairs	/prophyllum/length	/prophyllum/sheaths	/prophyllum/sheaths/texture	/shoot apex	/shoot apex/texture	/stamens	/stamens/anthers	/stamens/filaments	/stamens/ovary	/stems	/stems/texture	/stems/hairs	/stems/growth form	/stems/colour	/stems/internodes	/stems/internodes/colour	/stems/internodes/length	/stems/length	/stems/nodes	/stems/thickness	/stems/thickness/texture	/stems/upper internodes	/stems/upper internodes/length	/stipules	/stipules/blade	/stipules/blade/apex	/stipules/blade/base	/stipules/blade/base/differential distance	/stipules/blade/dimensions	/stipules/blade/margins	/stipules/blade/shape	/stipules/blade/texture	/stipules/dimensions	/stipules/length	/stipules/petiole	/stipules/petiole/length	/stipules/veins	/upper internodes	/habitat	/habitat/altitude	
PIPERACEAE  	Fruits are said to be dispersed by bats or epizoochorous.	Flowers sessile, usually bisexual, without calyx or corolla, subtended by a floral bract;      	ovary sessile or stipitate, 1-locular with 1 ovule,       	stigmas 1-4. 	stamens 1-6; 	-	Fruits small drupes or nuts.	-	0	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	Herbs, shrubs or treelets, sometimes scandent, rarely lianas. 	-	sometimes scandent	-	-	-	-	-	-	-	-	Inflorescences |, axillary, or leaf-opposed spikes with minute flowers, solitary or few together, or occasionally spikes arranged in panicles or umbels. 	1	-	-	-	0	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves simple, alternate, opposite or in whorls;      	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	prophyll often present, sometimes enclosing shoot-apex. 	-	stipules absent or present; 	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
PEPEROMIA  	-	-	-	-	-	-	Fruits minute nuts or drupes (“berries”), (sub)basely or laterally attached, sessile or somewhat stipitate when mature, occasionally somewhat sunken in rachis, smooth or sticky, globose, ellipsoid or cylindrical,      	globose,ellipsoid,cylindric	23	-	-	apex obliquely scutellate or truncate, with or without a slender beak, 	-	truncate	0	-	-	-	-	-	stigma apical, central or at base of beak.	-	-	-	-	-	-	Small epiphytic, epilithic, or terrestrial, succulent herbs, creeping, prostrate, hanging, ascending or erect. 	-	creeping,erect	-	-	-	-	-	-	-	-	Inflorescences |, solitary or few together, occasionally paniculate; 	0	-	-	-	0	-	-	-	-	0	-	-	-	-	floral bracts peltate, mainly rounded, glabrous, often glandular. 	rounded	-	glabrous	-	-	-	-	-	-	-	flowers numerous, loosely or less often densely arranged, sometimes partly sunken in the rachis; 	-	-	-	-	-	-	-	-	-	-	56	56	rachis glabrous (but hairy in P. tetraphylla); 	glabrous	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves alternate, opposite or in whorls or 3-7 per node;      	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	pinnately or palmately veined. 	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	Stamens 2,      	anthers 2-locular; 	filaments short, 	ovary with 1 style and stigma, or stigma sessile. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Peperomia alata 	-	-	-	-	-	-	Fruits laterally attached, globose-ovoid, reddish brown,      	globose,ovoid	23	-	reddish ,brown	apex oblique with subapical stigma.	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	Epiphytic, epilithic or terrestrial, glabrous herb. 	glabrous	-	-	-	-	-	-	-	-	-	Inflorescence |, single or few together, 	0	-	-	-	0	-	-	-	-	0	-	-	-	-	floral bracts rounded, glabrous, slightly glandular. 	rounded	-	glabrous	-	-	-	-	-	-	-	-	erect	-	-	-	-	-	peduncle not slender, |, green; 	-	green	0.3-1.5 cm long	56	56	-	-	-	spike |, yellow; 	-	-	yellow	-	-	6-14 cm long	-	-	-	-	-	0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves alternate;      	blade |, green above, often reddish brown beneath, |, 	-	-	green,reddish ,brown	apex acuminate, 	acuminate	-	base acute, glabrous; 	acute	glabrous	-	-	-	-	4.5-13 x 2-5 cm	margin may be ciliate towards apex, 	-	-	elliptic or broadly elliptic or ovate	elliptic,broadly elliptic,ovate	fleshy membranous or coriaceous	fleshy,membranous,coriaceous	-	-	petiole |, deeply grooved or winged; 	0	-	-	0.3-3 cm long	-	-	-	-	3-5(-7)-pli- or palmately veined. 	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	Stem ascending, 	-	-	-	-	internodes winged or ridged below nodes, green or reddish. 	green,reddish.	-	10-40 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from sea level up to 1700 m	
Peperomia angustata 	-	-	-	-	-	-	Fruits basely attached, ovoid to globose, beaked, blackish, often verruculose,      	ovoid,globose	0	-	-	apex obliquely scutellate, 	-	-	0	-	-	-	-	-	stigma apical.	-	-	-	-	-	-	Terrestrial, epiphytic or epilithic herb, erect, creeping or ascending, rooting at nodes. 	-	erect,creeping	-	-	-	-	-	-	-	-	Inflorescence single, 	0	-	-	-	0	-	-	-	-	0	-	-	-	-	floral bracts rounded to oblong, slightly glandular. 	rounded,oblong	-	-	-	-	-	-	-	-	-	-	erect	-	-	-	-	-	peduncle slender, |, glabrous or minutely pubescent, red; 	glabrous,minutely pubescent	red;	2-3 cm long	56	56	-	-	-	spike |, moderately to densely flowered; 	-	-	red;	-	-	10-16 cm long	-	-	-	-	-	0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves in whorls of (2-)3-4(-5), basely attached;      	blade 	-	-	-	apex acute or acuminate, 	acute,acuminate	-	base acutish to cuneate, glabrous; 	cuneate	glabrous	-	-	-	-	2-6(-9) x 1-3(-4) cm	-	-	-	rhombic to elliptic or oblanceolate	rhombic,elliptic,oblanceolate	fleshy to coriaceous	fleshy,coriaceous	-	-	petiole |, glabrous; 	0	glabrous	-	0.2-1.5 cm long	-	-	-	-	palmately 3(-5)-veined. 	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	Stem glabrous, |, green or reddish. 	-	glabrous	-	green,reddish.	-	-	-	30-100 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in forests, 	from sea level up to 2400 m	
Peperomia blanda 	-	-	-	-	-	-	Fruits subbasely attached, globose to ovoid, more or less verruculose, brown,      	globose,ovoid	0	-	brown	apex oblique with subapical stigma.	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	Terrestrial, epiphytic or epilithic herb, erect or ascending from rooting base. 	-	erect	-	-	-	-	-	-	-	-	Inflorescence |, single or few together; 	0	-	-	-	0	-	-	-	-	0	-	-	-	-	floral bracts rounded, glandular. 	rounded	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	peduncle |, pubescent or crisp-pubescent; 	pubescent,pubescent	-	0.7-3.2 cm long	56	56	-	-	-	spike |, green, densely to laxly flowered; 	-	-	green,red;	-	-	2.5-15 cm long	-	-	-	-	-	0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves opposite or in whorls of 3-7 (sometimes dimorphic), basely attached;      	blade 	-	-	-	apex acute or somewhat acuminate, 	acute,somewhat acuminate	-	base acute, pubescent usually on both sides; 	acute	pubescent	-	-	-	-	2-8 x 0.8-4 cm	margin ciliate, 	-	-	elliptic, narrowly elliptic, or obovate, often rhombic	elliptic,narrowly elliptic,obovate,rhombic	slightly fleshy	fleshy	-	-	petiole |, pubescent; 	0	pubescent	-	0.2-1(-1.8) cm long	-	-	-	-	palmately 3(-5)-veined. 	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	Stem villous, often fuscous, green or reddish, 	-	villous	-	green,reddish,	-	-	-	10-20(-60) cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	above 200 m, up to 1100 m	
Peperomia delascioi 	-	-	-	-	-	-	Fruits stipitate pale brown, smooth, oblong-ellipsoid, |, crowned with a persistent, conic style, 	oblong,ellipsoid,conic	0	-	pale brown	-	-	-	0	-	-	1-1.1 x 0.5 mm	-	-	stigma apical, mammiform.	-	-	-	-	-	-	Terrestrial herb, non-creeping, suberect or ascending |, not rooting at nodes. 	-	creeping,erect	-	-	up to 9 cm	-	-	-	-	-	Inflorescence |, solitary; 	0	-	-	-	0	-	-	-	-	0	-	-	-	-	floral bracts rounded, umbonate with pale margin, 	rounded	-	-	-	0.3 mm in diam.	-	-	-	-	-	-	erect	-	-	-	-	-	peduncle |, minutely hirtellous, without bracts; 	-	-	0.3-0.5(-2) cm long	56	56	rachis glabrous. 	glabrous	-	spike with scattered flowers, 	-	-	red 	-	-	0.6-3 cm long	-	-	-	-	-	0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Uppermost leaves opposite, the others alternate;      	blade basely attached or slightly peltate, 	-	-	-	apex emarginate with some hairs at notch, 	-	hairs	base rounded or subtruncate, glabrous above, minutely hirtellous at base below; 	rounded,truncate	glabrous	-	-	-	-	0.5-0.8 x 0.5-1 cm	margin not ciliate, 	-	-	oblately suborbicular	suborbicular	fleshy-membranous	fleshy,membranous	-	-	petiole |, minutely hirtellous; 	0	-	-	0.3-0.8 cm long	-	-	-	-	palmately 3-5-veined. 	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	Stem minutely hirtellous (spreading hairs 	-	hairs	spreading	-	-	-	-	0.1 mm long	-	-	-	upper internodes 	4-10 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Altitudes 	above 2000 m	
Peperomia emarginella 	-	-	-	-	-	-	Fruits basely attached (according to Steyermark, on a short stipe), ellipsoid, 	ellipsoid	0	-	-	-	-	-	0	-	-	-	ca. 1 mm long with apical stigma	-	-	-	-	-	-	-	-	Epiphytic or epilithic, or epiphyllous herb, creeping and rooting at nodes, glabrous or sparsely villous. 	glabrous,sparsely villous	creeping	-	-	-	-	-	-	-	-	Inflorescence |, single, 	0	-	-	-	0	-	-	-	-	0	-	-	-	-	floral bracts sub-orbicular to oblong. 	orbicular,oblong	-	-	-	-	-	-	-	-	-	-	erect	-	-	-	-	-	peduncle slender, |, pinkish; 	-	pinkish	to 1 cm long	56	56	-	-	-	spike |, laxly flowered; 	-	-	red;	-	-	to 1.5 cm long	-	-	-	-	-	0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves alternate, basely attached;      	blade |, bright green, |, 	-	-	bright green	apex emarginate, 	-	-	base rounded or truncate, glabrous or with a few hairs; 	rounded,truncate	glabrous,hairs	-	-	-	0.15-0.6 cm in diam.	-	margin somewhat ciliate, 	-	-	orbicular or subreniform	orbicular,subreniform	slightly fleshy	fleshy	-	-	petiole |, often red, glabrous or with sparse hairs; 	0	glabrous,hairs	red,	0.1-0.5 cm long	-	-	-	-	obsoletely palmately 3-veined. 	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from sea level to 600 m	
Peperomia galioides 	-	-	-	-	-	-	Fruits subbasely attached, globose, brown,      	globose	0	-	brown	apex oblique with subapical stigma.	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	Terrestrial, epilithic or epiphytic, cespitose herb. 	-	-	-	-	-	-	-	-	-	-	Inflorescence |, often in groups of 2-5; 	0	-	-	-	0	-	-	-	-	0	-	-	-	-	floral bracts rounded, glandular. 	rounded	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	peduncle not slender, |, minutely pubescent to glabrous, winged, green; 	minutely pubescent,glabrous	green	0.2-1.2 cm long	56	56	-	-	-	spike |, pale yellow to green, laxly flowered; 	-	-	pale yellow,green,red;	-	-	up to 15 cm long	-	-	-	-	-	0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves in whorls of 1-4(-9), basely attached;      	blade |, ciliate towards obtuse apex, 	obtuse	-	-	-	-	-	base acutish, glabrous; 	-	glabrous	-	-	-	-	0.5-3.0 x 0.2-0.6 cm	-	-	-	narrowly spathulate, narrowly elliptic or narrowly oblanceolate, larger towards apex of stem	narrowly spathulate,narrowly elliptic,narrowly oblanceolate	fleshy to subcoriaceous	fleshy,subcoriaceous	-	-	petiole |, minutely pubescent; 	0	minutely pubescent	-	to 0.3 cm long	-	-	-	-	venation slightly obvious, palmately 3-veined. 	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	Stem minutely pubescent to glabrous, |, green or green with red spots or reddish. 	-	minutely pubescent,glabrous	-	green,green,red ,reddish.	-	-	-	10-80 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Altitudes 	2250-2500 m, 2700 m	
Peperomia glabella 	-	-	-	-	-	-	Fruits laterally attached, globose, reddish brown,      	globose	23	-	reddish ,brown	apex oblique with subapical stigma.	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	Epiphytic, stoloniferous herb, strongly glandular dotted, erect, hanging, prostrate or ascending. 	-	erect	-	-	-	-	-	-	-	-	Inflorescence |, single, or several in upper leaf axils, 	0	-	-	-	0	-	-	-	-	0	-	-	-	-	floral bracts rounded, glabrous and black-glandular. 	rounded	-	glabrous	-	-	-	-	-	-	-	-	erect to pendent	-	-	-	-	-	peduncle |, glabrous, black-glandular; 	glabrous	-	0.5-1.5 cm long	56	56	-	-	-	spike |, moderately densely flowered, flowers distinctly separate; 	-	-	red,	-	-	to 16 cm long	-	-	-	-	-	0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Leaves basely attached, alternate;      	blade |, densely black-glandular (when dried), |, 	-	-	-	apex acute to acuminate, 	acute,acuminate	-	base acute to acuminate, sometimes subobtuse, glabrous; 	acute,acuminate,obtuse	glabrous	-	-	-	-	1.5-8(-11) x 0.5-3.5(-5) cm	margin ciliate near apex, 	-	-	narrowly ovate or ovate	narrowly ovate,ovate	fleshy to membranous	fleshy,membranous	-	-	petiole |, usually ciliate with 2 rows of hairs; 	0	hairs	-	0.5-1(-2.5) cm long	-	-	-	-	venation obvious, pli- or palmately 3-5-veined. 	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	Stem |, green or reddish, glabrous, except for lines of hairs decurrent from nodes. 	-	glabrous,hairs	-	green,reddish,	-	-	-	to 15 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from sea level up to 2400 m	
Peperomia gracieana 	-	-	-	-	-	-	-	-	0	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	Epiphytic, terrestrial or epilithic herb, creeping and rooting at nodes. 	-	creeping	-	-	-	-	-	-	-	-	Inflorescence single, 	0	-	-	-	0	-	-	-	-	0	-	-	-	-	floral bracts rounded, glabrous. 	rounded	-	glabrous	-	-	-	-	-	-	-	-	-	-	-	-	-	-	peduncle slender, |, glabrous, green; 	glabrous	green	1.5-1.7 cm long	1	1	-	-	-	spike laxly flowered, |, green; 	-	-	red,,green	-	-	4-6 cm long	-	-	-	-	-	0	-	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Young fruits flat at apex, green, 	green	Leaves alternate, distinctly peltate;      	blade 	-	-	-	apex rounded, 	rounded	-	base rounded, pilose with erect trichomes on upper surface; 	rounded	pilose	erect	-	-	-	1-4.5 x 1-3.5 cm	-	-	-	broadly elliptic to orbicular	broadly elliptic,orbicular	fleshy in vivo, membranous almost transparent when dried	fleshy,membranous	transparent	-	petiole |, glabrous; 	0	glabrous	-	1-5(-10) cm long	-	-	-	-	venation obvious in dried state, veins 6-8 from base. 	0	-	mature fruits not yet collected.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	-	-	-	-	-	-	-	-	-	-	Stem glabrous, |, whitish green. 	-	glabrous	-	whitish,green	-	-	-	40 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in non-flooded moist forest, creeping and forming loose mats along creeks on rocks, on the forest floor, or on fallen logs, 	between 150-500 m	
